Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 5,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 14f,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 2,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 24f,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 2,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 34f,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 2,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 2,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 54f,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 3,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 2,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 64f,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 4,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 2,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 74f,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 5,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 2,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 15f,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 3,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 25f,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 3,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 35f,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 2,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 3,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 55f,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 3,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 3,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 65f,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 4,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 3,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 75f,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 5,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 3,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 17f,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 4,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 27f,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 4,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 37f,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 2,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 4,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 57f,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 3,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 4,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 67f,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 4,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 4,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 77f,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 5,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 4,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 18f,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 5,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 28f,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 5,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 38f,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 2,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 5,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 58f,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 3,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 5,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 68f,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 4,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 5,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 78f,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 5,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJ,Magic Number,The method contains a magic number: 5,85
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJK,Magic Number,The method contains a magic number: 2,133
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJK,Magic Number,The method contains a magic number: 5,133
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJK,Magic Number,The method contains a magic number: 8,133
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIJK,Magic Number,The method contains a magic number: 11,133
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIndices1D,Magic Number,The method contains a magic number: 2f,141
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIndices1D,Magic Number,The method contains a magic number: 3f,141
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIndices1D,Magic Number,The method contains a magic number: 5f,141
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIndices1D,Magic Number,The method contains a magic number: 6f,141
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIndices1D,Magic Number,The method contains a magic number: 7f,141
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIndices2D,Magic Number,The method contains a magic number: 11f,151
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIndices2D,Magic Number,The method contains a magic number: 21f,151
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIndices2D,Magic Number,The method contains a magic number: 31f,151
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIndices2D,Magic Number,The method contains a magic number: 51f,151
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIndices2D,Magic Number,The method contains a magic number: 61f,151
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIndices2D,Magic Number,The method contains a magic number: 71f,151
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIndices2D,Magic Number,The method contains a magic number: 12f,151
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIndices2D,Magic Number,The method contains a magic number: 22f,151
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIndices2D,Magic Number,The method contains a magic number: 32f,151
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIndices2D,Magic Number,The method contains a magic number: 52f,151
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIndices2D,Magic Number,The method contains a magic number: 62f,151
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIndices2D,Magic Number,The method contains a magic number: 72f,151
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIndices2D,Magic Number,The method contains a magic number: 14f,151
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIndices2D,Magic Number,The method contains a magic number: 24f,151
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIndices2D,Magic Number,The method contains a magic number: 34f,151
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIndices2D,Magic Number,The method contains a magic number: 54f,151
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIndices2D,Magic Number,The method contains a magic number: 64f,151
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIndices2D,Magic Number,The method contains a magic number: 74f,151
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIndices2D,Magic Number,The method contains a magic number: 15f,151
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIndices2D,Magic Number,The method contains a magic number: 25f,151
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIndices2D,Magic Number,The method contains a magic number: 35f,151
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIndices2D,Magic Number,The method contains a magic number: 55f,151
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIndices2D,Magic Number,The method contains a magic number: 65f,151
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIndices2D,Magic Number,The method contains a magic number: 75f,151
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIndices2D,Magic Number,The method contains a magic number: 17f,151
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIndices2D,Magic Number,The method contains a magic number: 27f,151
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIndices2D,Magic Number,The method contains a magic number: 37f,151
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIndices2D,Magic Number,The method contains a magic number: 57f,151
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIndices2D,Magic Number,The method contains a magic number: 67f,151
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIndices2D,Magic Number,The method contains a magic number: 77f,151
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIndices2D,Magic Number,The method contains a magic number: 18f,151
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIndices2D,Magic Number,The method contains a magic number: 28f,151
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIndices2D,Magic Number,The method contains a magic number: 38f,151
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIndices2D,Magic Number,The method contains a magic number: 58f,151
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIndices2D,Magic Number,The method contains a magic number: 68f,151
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIndices2D,Magic Number,The method contains a magic number: 78f,151
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIndices3D,Magic Number,The method contains a magic number: 2,199
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIndices3D,Magic Number,The method contains a magic number: 5,199
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIndices3D,Magic Number,The method contains a magic number: 8,199
javacpp,org.bytedeco.javacpp.indexer,HyperslabIndexTest,testIndexIndices3D,Magic Number,The method contains a magic number: 11,199
javacpp,org.bytedeco.javacpp.indexer,IntBufferIndexer,get,Long Parameter List,The method has 5 parameters. ,78
javacpp,org.bytedeco.javacpp.indexer,IntBufferIndexer,put,Long Parameter List,The method has 5 parameters. ,111
javacpp,org.bytedeco.javacpp.indexer,Bfloat16RawIndexer,get,Long Parameter List,The method has 5 parameters. ,87
javacpp,org.bytedeco.javacpp.indexer,Bfloat16RawIndexer,put,Long Parameter List,The method has 5 parameters. ,123
javacpp,org.bytedeco.javacpp.indexer,DoubleIndexer,create,Long Statement,The length of the statement "return Raw.getInstance() != null ? new DoubleRawIndexer(pointer`index) : new DoubleBufferIndexer(pointer.asBuffer()`index);" is 123.,100
